Groups:
ADC:ADC_INSTANCE|ADC_modular_adc_0:modular_adc_0|response_data[11..0] =, ADC:ADC_INSTANCE|ADC_modular_adc_0:modular_adc_0|response_data[11], ADC:ADC_INSTANCE|ADC_modular_adc_0:modular_adc_0|response_data[10], ADC:ADC_INSTANCE|ADC_modular_adc_0:modular_adc_0|response_data[9], ADC:ADC_INSTANCE|ADC_modular_adc_0:modular_adc_0|response_data[8], ADC:ADC_INSTANCE|ADC_modular_adc_0:modular_adc_0|response_data[7], ADC:ADC_INSTANCE|ADC_modular_adc_0:modular_adc_0|response_data[6], ADC:ADC_INSTANCE|ADC_modular_adc_0:modular_adc_0|response_data[5], ADC:ADC_INSTANCE|ADC_modular_adc_0:modular_adc_0|response_data[4], ADC:ADC_INSTANCE|ADC_modular_adc_0:modular_adc_0|response_data[3], ADC:ADC_INSTANCE|ADC_modular_adc_0:modular_adc_0|response_data[2], ADC:ADC_INSTANCE|ADC_modular_adc_0:modular_adc_0|response_data[1], ADC:ADC_INSTANCE|ADC_modular_adc_0:modular_adc_0|response_data[0],  hex

Data:
time unit: s, ADC:ADC_INSTANCE|ADC_modular_adc_0:modular_adc_0|response_data[11..0], ADC:ADC_INSTANCE|ADC_modular_adc_0:modular_adc_0|response_data[11], ADC:ADC_INSTANCE|ADC_modular_adc_0:modular_adc_0|response_data[10], ADC:ADC_INSTANCE|ADC_modular_adc_0:modular_adc_0|response_data[9], ADC:ADC_INSTANCE|ADC_modular_adc_0:modular_adc_0|response_data[8], ADC:ADC_INSTANCE|ADC_modular_adc_0:modular_adc_0|response_data[7], ADC:ADC_INSTANCE|ADC_modular_adc_0:modular_adc_0|response_data[6], ADC:ADC_INSTANCE|ADC_modular_adc_0:modular_adc_0|response_data[5], ADC:ADC_INSTANCE|ADC_modular_adc_0:modular_adc_0|response_data[4], ADC:ADC_INSTANCE|ADC_modular_adc_0:modular_adc_0|response_data[3], ADC:ADC_INSTANCE|ADC_modular_adc_0:modular_adc_0|response_data[2], ADC:ADC_INSTANCE|ADC_modular_adc_0:modular_adc_0|response_data[1], ADC:ADC_INSTANCE|ADC_modular_adc_0:modular_adc_0|response_data[0], ADC:ADC_INSTANCE|ADC_modular_adc_0:modular_adc_0|response_valid, 
24996, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
24997, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
24998, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
24999, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25000, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25001, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25002, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25003, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25004, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25005, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25006, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25007, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25008, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25009, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25010, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25011, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25012, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25013, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25014, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25015, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25016, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25017, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25018, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25019, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25020, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25021, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25022, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25023, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25024, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25025, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25026, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25027, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25028, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25029, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25030, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25031, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25032, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25033, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25034, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25035, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25036, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25037, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25038, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25039, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25040, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25041, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25042, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25043, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25044, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25045, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25046, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25047, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25048, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25049, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25050, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25051, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25052, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25053, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25054, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25055, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25056, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25057, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25058, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25059, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25060, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25061, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25062, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25063, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25064, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25065, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25066, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25067, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25068, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25069, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25070, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25071, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25072, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25073, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25074, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25075, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25076, 0D1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 
25077, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25078, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25079, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25080, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25081, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25082, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25083, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25084, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25085, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25086, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25087, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25088, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25089, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25090, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25091, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25092, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25093, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25094, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25095, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25096, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25097, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25098, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25099, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25100, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25101, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25102, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25103, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25104, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25105, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25106, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25107, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25108, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25109, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25110, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25111, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25112, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25113, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25114, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25115, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25116, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25117, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25118, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25119, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25120, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25121, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25122, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25123, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25124, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25125, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25126, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25127, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25128, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25129, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25130, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25131, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25132, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25133, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25134, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25135, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25136, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25137, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25138, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25139, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25140, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25141, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25142, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25143, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25144, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25145, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25146, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25147, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25148, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25149, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25150, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25151, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25152, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25153, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25154, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25155, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25156, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25157, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25158, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25159, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25160, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25161, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25162, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25163, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25164, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25165, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25166, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25167, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25168, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25169, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25170, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25171, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25172, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25173, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25174, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25175, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25176, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25177, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25178, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25179, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25180, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25181, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25182, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25183, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25184, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25185, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25186, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25187, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25188, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25189, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25190, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25191, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25192, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25193, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25194, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25195, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25196, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25197, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25198, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25199, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25200, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25201, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25202, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25203, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25204, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25205, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25206, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25207, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25208, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25209, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25210, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25211, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25212, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25213, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25214, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25215, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25216, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25217, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25218, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25219, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25220, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25221, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25222, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25223, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25224, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25225, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25226, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25227, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25228, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25229, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25230, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25231, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25232, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25233, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25234, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25235, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25236, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25237, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25238, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25239, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25240, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25241, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25242, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25243, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25244, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25245, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25246, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25247, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25248, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25249, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25250, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25251, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25252, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25253, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25254, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25255, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25256, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25257, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25258, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25259, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25260, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25261, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25262, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25263, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25264, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25265, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25266, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25267, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25268, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
